"date" , "count" , "lang" , "page" , "rank" , "month" , "title"
"2014-08-28" , "     0" , "en" , "Islamic_State_of_Iraq_and_the_Levant" , "-1" , "201408" , "Islamic_State_of_Iraq_and_the_Levant"
"2014-08-30" , " 52931" , "en" , "Islamic_State_of_Iraq_and_the_Levant" , "-1" , "201408" , "Islamic_State_of_Iraq_and_the_Levant"
"2014-08-31" , " 51516" , "en" , "Islamic_State_of_Iraq_and_the_Levant" , "-1" , "201408" , "Islamic_State_of_Iraq_and_the_Levant"
"2014-08-09" , " 75280" , "en" , "Islamic_State_of_Iraq_and_the_Levant" , "-1" , "201408" , "Islamic_State_of_Iraq_and_the_Levant"
"2014-08-08" , "118974" , "en" , "Islamic_State_of_Iraq_and_the_Levant" , "-1" , "201408" , "Islamic_State_of_Iraq_and_the_Levant"
"2014-08-21" , "120322" , "en" , "Islamic_State_of_Iraq_and_the_Levant" , "-1" , "201408" , "Islamic_State_of_Iraq_and_the_Levant"
"2014-08-20" , "156273" , "en" , "Islamic_State_of_Iraq_and_the_Levant" , "-1" , "201408" , "Islamic_State_of_Iraq_and_the_Levant"
"2014-08-27" , " 57371" , "en" , "Islamic_State_of_Iraq_and_the_Levant" , "-1" , "201408" , "Islamic_State_of_Iraq_and_the_Levant"
"2014-08-26" , " 60087" , "en" , "Islamic_State_of_Iraq_and_the_Levant" , "-1" , "201408" , "Islamic_State_of_Iraq_and_the_Levant"
"2014-08-25" , " 71487" , "en" , "Islamic_State_of_Iraq_and_the_Levant" , "-1" , "201408" , "Islamic_State_of_Iraq_and_the_Levant"
"2014-08-24" , " 65006" , "en" , "Islamic_State_of_Iraq_and_the_Levant" , "-1" , "201408" , "Islamic_State_of_Iraq_and_the_Levant"
"2014-08-01" , " 14815" , "en" , "Islamic_State_of_Iraq_and_the_Levant" , "-1" , "201408" , "Islamic_State_of_Iraq_and_the_Levant"
"2014-08-03" , " 19201" , "en" , "Islamic_State_of_Iraq_and_the_Levant" , "-1" , "201408" , "Islamic_State_of_Iraq_and_the_Levant"
"2014-08-02" , " 13753" , "en" , "Islamic_State_of_Iraq_and_the_Levant" , "-1" , "201408" , "Islamic_State_of_Iraq_and_the_Levant"
"2014-08-05" , " 30733" , "en" , "Islamic_State_of_Iraq_and_the_Levant" , "-1" , "201408" , "Islamic_State_of_Iraq_and_the_Levant"
"2014-08-04" , " 29901" , "en" , "Islamic_State_of_Iraq_and_the_Levant" , "-1" , "201408" , "Islamic_State_of_Iraq_and_the_Levant"
"2014-08-07" , " 41875" , "en" , "Islamic_State_of_Iraq_and_the_Levant" , "-1" , "201408" , "Islamic_State_of_Iraq_and_the_Levant"
"2014-08-06" , " 26382" , "en" , "Islamic_State_of_Iraq_and_the_Levant" , "-1" , "201408" , "Islamic_State_of_Iraq_and_the_Levant"
"2014-08-23" , " 65039" , "en" , "Islamic_State_of_Iraq_and_the_Levant" , "-1" , "201408" , "Islamic_State_of_Iraq_and_the_Levant"
"2014-08-22" , "111899" , "en" , "Islamic_State_of_Iraq_and_the_Levant" , "-1" , "201408" , "Islamic_State_of_Iraq_and_the_Levant"
"2014-08-18" , " 39451" , "en" , "Islamic_State_of_Iraq_and_the_Levant" , "-1" , "201408" , "Islamic_State_of_Iraq_and_the_Levant"
"2014-08-19" , " 42423" , "en" , "Islamic_State_of_Iraq_and_the_Levant" , "-1" , "201408" , "Islamic_State_of_Iraq_and_the_Levant"
"2014-08-12" , " 70655" , "en" , "Islamic_State_of_Iraq_and_the_Levant" , "-1" , "201408" , "Islamic_State_of_Iraq_and_the_Levant"
"2014-08-13" , " 70306" , "en" , "Islamic_State_of_Iraq_and_the_Levant" , "-1" , "201408" , "Islamic_State_of_Iraq_and_the_Levant"
"2014-08-10" , " 69890" , "en" , "Islamic_State_of_Iraq_and_the_Levant" , "-1" , "201408" , "Islamic_State_of_Iraq_and_the_Levant"
"2014-08-11" , " 84552" , "en" , "Islamic_State_of_Iraq_and_the_Levant" , "-1" , "201408" , "Islamic_State_of_Iraq_and_the_Levant"
"2014-08-16" , " 36098" , "en" , "Islamic_State_of_Iraq_and_the_Levant" , "-1" , "201408" , "Islamic_State_of_Iraq_and_the_Levant"
"2014-08-17" , " 42694" , "en" , "Islamic_State_of_Iraq_and_the_Levant" , "-1" , "201408" , "Islamic_State_of_Iraq_and_the_Levant"
"2014-08-14" , " 59557" , "en" , "Islamic_State_of_Iraq_and_the_Levant" , "-1" , "201408" , "Islamic_State_of_Iraq_and_the_Levant"
"2014-08-15" , " 42976" , "en" , "Islamic_State_of_Iraq_and_the_Levant" , "-1" , "201408" , "Islamic_State_of_Iraq_and_the_Levant"
"2014-08-29" , " 77416" , "en" , "Islamic_State_of_Iraq_and_the_Levant" , "-1" , "201408" , "Islamic_State_of_Iraq_and_the_Levant"
"2014-09-19" , " 60649" , "en" , "Islamic_State_of_Iraq_and_the_Levant" , "-1" , "201409" , "Islamic_State_of_Iraq_and_the_Levant"
"2014-09-18" , " 74247" , "en" , "Islamic_State_of_Iraq_and_the_Levant" , "-1" , "201409" , "Islamic_State_of_Iraq_and_the_Levant"
"2014-09-30" , " 52941" , "en" , "Islamic_State_of_Iraq_and_the_Levant" , "-1" , "201409" , "Islamic_State_of_Iraq_and_the_Levant"
"2014-09-15" , " 92396" , "en" , "Islamic_State_of_Iraq_and_the_Levant" , "-1" , "201409" , "Islamic_State_of_Iraq_and_the_Levant"
"2014-09-14" , "104248" , "en" , "Islamic_State_of_Iraq_and_the_Levant" , "-1" , "201409" , "Islamic_State_of_Iraq_and_the_Levant"
"2014-09-17" , " 73351" , "en" , "Islamic_State_of_Iraq_and_the_Levant" , "-1" , "201409" , "Islamic_State_of_Iraq_and_the_Levant"
"2014-09-16" , " 79233" , "en" , "Islamic_State_of_Iraq_and_the_Levant" , "-1" , "201409" , "Islamic_State_of_Iraq_and_the_Levant"
"2014-09-11" , "157702" , "en" , "Islamic_State_of_Iraq_and_the_Levant" , "-1" , "201409" , "Islamic_State_of_Iraq_and_the_Levant"
"2014-09-10" , " 66284" , "en" , "Islamic_State_of_Iraq_and_the_Levant" , "-1" , "201409" , "Islamic_State_of_Iraq_and_the_Levant"
"2014-09-13" , " 51139" , "en" , "Islamic_State_of_Iraq_and_the_Levant" , "-1" , "201409" , "Islamic_State_of_Iraq_and_the_Levant"
"2014-09-12" , " 82941" , "en" , "Islamic_State_of_Iraq_and_the_Levant" , "-1" , "201409" , "Islamic_State_of_Iraq_and_the_Levant"
"2014-09-26" , " 87208" , "en" , "Islamic_State_of_Iraq_and_the_Levant" , "-1" , "201409" , "Islamic_State_of_Iraq_and_the_Levant"
"2014-09-20" , " 43818" , "en" , "Islamic_State_of_Iraq_and_the_Levant" , "-1" , "201409" , "Islamic_State_of_Iraq_and_the_Levant"
"2014-09-21" , " 44765" , "en" , "Islamic_State_of_Iraq_and_the_Levant" , "-1" , "201409" , "Islamic_State_of_Iraq_and_the_Levant"
"2014-09-22" , " 71536" , "en" , "Islamic_State_of_Iraq_and_the_Levant" , "-1" , "201409" , "Islamic_State_of_Iraq_and_the_Levant"
"2014-09-23" , "107438" , "en" , "Islamic_State_of_Iraq_and_the_Levant" , "-1" , "201409" , "Islamic_State_of_Iraq_and_the_Levant"
"2014-09-24" , " 98412" , "en" , "Islamic_State_of_Iraq_and_the_Levant" , "-1" , "201409" , "Islamic_State_of_Iraq_and_the_Levant"
"2014-09-25" , " 95293" , "en" , "Islamic_State_of_Iraq_and_the_Levant" , "-1" , "201409" , "Islamic_State_of_Iraq_and_the_Levant"
"2014-09-08" , " 65764" , "en" , "Islamic_State_of_Iraq_and_the_Levant" , "-1" , "201409" , "Islamic_State_of_Iraq_and_the_Levant"
"2014-09-09" , " 58745" , "en" , "Islamic_State_of_Iraq_and_the_Levant" , "-1" , "201409" , "Islamic_State_of_Iraq_and_the_Levant"
"2014-09-06" , " 62895" , "en" , "Islamic_State_of_Iraq_and_the_Levant" , "-1" , "201409" , "Islamic_State_of_Iraq_and_the_Levant"
"2014-09-07" , " 57659" , "en" , "Islamic_State_of_Iraq_and_the_Levant" , "-1" , "201409" , "Islamic_State_of_Iraq_and_the_Levant"
"2014-09-04" , "121903" , "en" , "Islamic_State_of_Iraq_and_the_Levant" , "-1" , "201409" , "Islamic_State_of_Iraq_and_the_Levant"
"2014-09-05" , " 95724" , "en" , "Islamic_State_of_Iraq_and_the_Levant" , "-1" , "201409" , "Islamic_State_of_Iraq_and_the_Levant"
"2014-09-02" , " 85175" , "en" , "Islamic_State_of_Iraq_and_the_Levant" , "-1" , "201409" , "Islamic_State_of_Iraq_and_the_Levant"
"2014-09-03" , "148790" , "en" , "Islamic_State_of_Iraq_and_the_Levant" , "-1" , "201409" , "Islamic_State_of_Iraq_and_the_Levant"
"2014-09-01" , " 47516" , "en" , "Islamic_State_of_Iraq_and_the_Levant" , "-1" , "201409" , "Islamic_State_of_Iraq_and_the_Levant"
"2014-09-28" , " 54966" , "en" , "Islamic_State_of_Iraq_and_the_Levant" , "-1" , "201409" , "Islamic_State_of_Iraq_and_the_Levant"
"2014-09-27" , " 56950" , "en" , "Islamic_State_of_Iraq_and_the_Levant" , "-1" , "201409" , "Islamic_State_of_Iraq_and_the_Levant"
"2014-09-29" , " 60481" , "en" , "Islamic_State_of_Iraq_and_the_Levant" , "-1" , "201409" , "Islamic_State_of_Iraq_and_the_Levant"
"2014-10-01" , " 50524" , "en" , "Islamic_State_of_Iraq_and_the_Levant" , "-1" , "201410" , "Islamic_State_of_Iraq_and_the_Levant"
"2014-10-02" , " 44477" , "en" , "Islamic_State_of_Iraq_and_the_Levant" , "-1" , "201410" , "Islamic_State_of_Iraq_and_the_Levant"
"2014-10-03" , " 50739" , "en" , "Islamic_State_of_Iraq_and_the_Levant" , "-1" , "201410" , "Islamic_State_of_Iraq_and_the_Levant"
"2014-10-04" , " 58456" , "en" , "Islamic_State_of_Iraq_and_the_Levant" , "-1" , "201410" , "Islamic_State_of_Iraq_and_the_Levant"
"2014-10-05" , " 47834" , "en" , "Islamic_State_of_Iraq_and_the_Levant" , "-1" , "201410" , "Islamic_State_of_Iraq_and_the_Levant"
"2014-10-06" , " 62426" , "en" , "Islamic_State_of_Iraq_and_the_Levant" , "-1" , "201410" , "Islamic_State_of_Iraq_and_the_Levant"
"2014-10-07" , " 70756" , "en" , "Islamic_State_of_Iraq_and_the_Levant" , "-1" , "201410" , "Islamic_State_of_Iraq_and_the_Levant"
"2014-10-08" , " 73902" , "en" , "Islamic_State_of_Iraq_and_the_Levant" , "-1" , "201410" , "Islamic_State_of_Iraq_and_the_Levant"
"2014-10-09" , " 61817" , "en" , "Islamic_State_of_Iraq_and_the_Levant" , "-1" , "201410" , "Islamic_State_of_Iraq_and_the_Levant"
"2014-10-24" , " 33036" , "en" , "Islamic_State_of_Iraq_and_the_Levant" , "-1" , "201410" , "Islamic_State_of_Iraq_and_the_Levant"
"2014-10-25" , " 27075" , "en" , "Islamic_State_of_Iraq_and_the_Levant" , "-1" , "201410" , "Islamic_State_of_Iraq_and_the_Levant"
"2014-10-22" , " 39939" , "en" , "Islamic_State_of_Iraq_and_the_Levant" , "-1" , "201410" , "Islamic_State_of_Iraq_and_the_Levant"
"2014-10-23" , " 44998" , "en" , "Islamic_State_of_Iraq_and_the_Levant" , "-1" , "201410" , "Islamic_State_of_Iraq_and_the_Levant"
"2014-10-20" , " 33747" , "en" , "Islamic_State_of_Iraq_and_the_Levant" , "-1" , "201410" , "Islamic_State_of_Iraq_and_the_Levant"
"2014-10-21" , " 32304" , "en" , "Islamic_State_of_Iraq_and_the_Levant" , "-1" , "201410" , "Islamic_State_of_Iraq_and_the_Levant"
"2014-10-28" , " 30881" , "en" , "Islamic_State_of_Iraq_and_the_Levant" , "-1" , "201410" , "Islamic_State_of_Iraq_and_the_Levant"
"2014-10-29" , " 30297" , "en" , "Islamic_State_of_Iraq_and_the_Levant" , "-1" , "201410" , "Islamic_State_of_Iraq_and_the_Levant"
"2014-10-26" , " 25808" , "en" , "Islamic_State_of_Iraq_and_the_Levant" , "-1" , "201410" , "Islamic_State_of_Iraq_and_the_Levant"
"2014-10-27" , " 31838" , "en" , "Islamic_State_of_Iraq_and_the_Levant" , "-1" , "201410" , "Islamic_State_of_Iraq_and_the_Levant"
"2014-10-17" , " 32612" , "en" , "Islamic_State_of_Iraq_and_the_Levant" , "-1" , "201410" , "Islamic_State_of_Iraq_and_the_Levant"
"2014-10-16" , " 38857" , "en" , "Islamic_State_of_Iraq_and_the_Levant" , "-1" , "201410" , "Islamic_State_of_Iraq_and_the_Levant"
"2014-10-15" , " 48018" , "en" , "Islamic_State_of_Iraq_and_the_Levant" , "-1" , "201410" , "Islamic_State_of_Iraq_and_the_Levant"
"2014-10-14" , " 51927" , "en" , "Islamic_State_of_Iraq_and_the_Levant" , "-1" , "201410" , "Islamic_State_of_Iraq_and_the_Levant"
"2014-10-13" , " 51262" , "en" , "Islamic_State_of_Iraq_and_the_Levant" , "-1" , "201410" , "Islamic_State_of_Iraq_and_the_Levant"
"2014-10-12" , " 45876" , "en" , "Islamic_State_of_Iraq_and_the_Levant" , "-1" , "201410" , "Islamic_State_of_Iraq_and_the_Levant"
"2014-10-11" , " 43786" , "en" , "Islamic_State_of_Iraq_and_the_Levant" , "-1" , "201410" , "Islamic_State_of_Iraq_and_the_Levant"
"2014-10-10" , " 56016" , "en" , "Islamic_State_of_Iraq_and_the_Levant" , "-1" , "201410" , "Islamic_State_of_Iraq_and_the_Levant"
"2014-10-31" , " 24510" , "en" , "Islamic_State_of_Iraq_and_the_Levant" , "-1" , "201410" , "Islamic_State_of_Iraq_and_the_Levant"
"2014-10-30" , " 36441" , "en" , "Islamic_State_of_Iraq_and_the_Levant" , "-1" , "201410" , "Islamic_State_of_Iraq_and_the_Levant"
"2014-10-19" , " 23930" , "en" , "Islamic_State_of_Iraq_and_the_Levant" , "-1" , "201410" , "Islamic_State_of_Iraq_and_the_Levant"
"2014-10-18" , " 50746" , "en" , "Islamic_State_of_Iraq_and_the_Levant" , "-1" , "201410" , "Islamic_State_of_Iraq_and_the_Levant"
"2014-11-21" , " 20984" , "en" , "Islamic_State_of_Iraq_and_the_Levant" , "-1" , "201411" , "Islamic_State_of_Iraq_and_the_Levant"
"2014-11-20" , " 24847" , "en" , "Islamic_State_of_Iraq_and_the_Levant" , "-1" , "201411" , "Islamic_State_of_Iraq_and_the_Levant"
"2014-11-23" , " 20010" , "en" , "Islamic_State_of_Iraq_and_the_Levant" , "-1" , "201411" , "Islamic_State_of_Iraq_and_the_Levant"
"2014-11-22" , " 17343" , "en" , "Islamic_State_of_Iraq_and_the_Levant" , "-1" , "201411" , "Islamic_State_of_Iraq_and_the_Levant"
"2014-11-25" , " 20848" , "en" , "Islamic_State_of_Iraq_and_the_Levant" , "-1" , "201411" , "Islamic_State_of_Iraq_and_the_Levant"
"2014-11-24" , " 22734" , "en" , "Islamic_State_of_Iraq_and_the_Levant" , "-1" , "201411" , "Islamic_State_of_Iraq_and_the_Levant"
"2014-11-27" , " 16928" , "en" , "Islamic_State_of_Iraq_and_the_Levant" , "-1" , "201411" , "Islamic_State_of_Iraq_and_the_Levant"
"2014-11-26" , " 19063" , "en" , "Islamic_State_of_Iraq_and_the_Levant" , "-1" , "201411" , "Islamic_State_of_Iraq_and_the_Levant"
"2014-11-29" , " 17187" , "en" , "Islamic_State_of_Iraq_and_the_Levant" , "-1" , "201411" , "Islamic_State_of_Iraq_and_the_Levant"
"2014-11-28" , " 16515" , "en" , "Islamic_State_of_Iraq_and_the_Levant" , "-1" , "201411" , "Islamic_State_of_Iraq_and_the_Levant"
"2014-11-30" , " 14245" , "en" , "Islamic_State_of_Iraq_and_the_Levant" , "-1" , "201411" , "Islamic_State_of_Iraq_and_the_Levant"
"2014-11-14" , " 23839" , "en" , "Islamic_State_of_Iraq_and_the_Levant" , "-1" , "201411" , "Islamic_State_of_Iraq_and_the_Levant"
"2014-11-15" , " 18939" , "en" , "Islamic_State_of_Iraq_and_the_Levant" , "-1" , "201411" , "Islamic_State_of_Iraq_and_the_Levant"
"2014-11-16" , " 30445" , "en" , "Islamic_State_of_Iraq_and_the_Levant" , "-1" , "201411" , "Islamic_State_of_Iraq_and_the_Levant"
"2014-11-17" , " 37897" , "en" , "Islamic_State_of_Iraq_and_the_Levant" , "-1" , "201411" , "Islamic_State_of_Iraq_and_the_Levant"
"2014-11-10" , " 27254" , "en" , "Islamic_State_of_Iraq_and_the_Levant" , "-1" , "201411" , "Islamic_State_of_Iraq_and_the_Levant"
"2014-11-11" , " 24012" , "en" , "Islamic_State_of_Iraq_and_the_Levant" , "-1" , "201411" , "Islamic_State_of_Iraq_and_the_Levant"
"2014-11-12" , " 23834" , "en" , "Islamic_State_of_Iraq_and_the_Levant" , "-1" , "201411" , "Islamic_State_of_Iraq_and_the_Levant"
"2014-11-13" , " 23847" , "en" , "Islamic_State_of_Iraq_and_the_Levant" , "-1" , "201411" , "Islamic_State_of_Iraq_and_the_Levant"
"2014-11-18" , " 30147" , "en" , "Islamic_State_of_Iraq_and_the_Levant" , "-1" , "201411" , "Islamic_State_of_Iraq_and_the_Levant"
"2014-11-19" , " 26186" , "en" , "Islamic_State_of_Iraq_and_the_Levant" , "-1" , "201411" , "Islamic_State_of_Iraq_and_the_Levant"
"2014-11-09" , " 22368" , "en" , "Islamic_State_of_Iraq_and_the_Levant" , "-1" , "201411" , "Islamic_State_of_Iraq_and_the_Levant"
"2014-11-08" , " 17883" , "en" , "Islamic_State_of_Iraq_and_the_Levant" , "-1" , "201411" , "Islamic_State_of_Iraq_and_the_Levant"
"2014-11-03" , " 31890" , "en" , "Islamic_State_of_Iraq_and_the_Levant" , "-1" , "201411" , "Islamic_State_of_Iraq_and_the_Levant"
"2014-11-02" , " 25632" , "en" , "Islamic_State_of_Iraq_and_the_Levant" , "-1" , "201411" , "Islamic_State_of_Iraq_and_the_Levant"
"2014-11-01" , " 23606" , "en" , "Islamic_State_of_Iraq_and_the_Levant" , "-1" , "201411" , "Islamic_State_of_Iraq_and_the_Levant"
"2014-11-07" , " 23187" , "en" , "Islamic_State_of_Iraq_and_the_Levant" , "-1" , "201411" , "Islamic_State_of_Iraq_and_the_Levant"
"2014-11-06" , " 25820" , "en" , "Islamic_State_of_Iraq_and_the_Levant" , "-1" , "201411" , "Islamic_State_of_Iraq_and_the_Levant"
"2014-11-05" , " 26129" , "en" , "Islamic_State_of_Iraq_and_the_Levant" , "-1" , "201411" , "Islamic_State_of_Iraq_and_the_Levant"
"2014-11-04" , " 29916" , "en" , "Islamic_State_of_Iraq_and_the_Levant" , "-1" , "201411" , "Islamic_State_of_Iraq_and_the_Levant"
"2014-12-27" , " 14166" , "en" , "Islamic_State_of_Iraq_and_the_Levant" , "-1" , "201412" , "Islamic_State_of_Iraq_and_the_Levant"
"2014-12-20" , " 15989" , "en" , "Islamic_State_of_Iraq_and_the_Levant" , "-1" , "201412" , "Islamic_State_of_Iraq_and_the_Levant"
"2014-12-21" , " 15048" , "en" , "Islamic_State_of_Iraq_and_the_Levant" , "-1" , "201412" , "Islamic_State_of_Iraq_and_the_Levant"
"2014-12-04" , " 20347" , "en" , "Islamic_State_of_Iraq_and_the_Levant" , "-1" , "201412" , "Islamic_State_of_Iraq_and_the_Levant"
"2014-12-23" , " 21625" , "en" , "Islamic_State_of_Iraq_and_the_Levant" , "-1" , "201412" , "Islamic_State_of_Iraq_and_the_Levant"
"2014-12-08" , " 19714" , "en" , "Islamic_State_of_Iraq_and_the_Levant" , "-1" , "201412" , "Islamic_State_of_Iraq_and_the_Levant"
"2014-12-09" , " 18311" , "en" , "Islamic_State_of_Iraq_and_the_Levant" , "-1" , "201412" , "Islamic_State_of_Iraq_and_the_Levant"
"2014-12-28" , " 14826" , "en" , "Islamic_State_of_Iraq_and_the_Levant" , "-1" , "201412" , "Islamic_State_of_Iraq_and_the_Levant"
"2014-12-29" , " 17855" , "en" , "Islamic_State_of_Iraq_and_the_Levant" , "-1" , "201412" , "Islamic_State_of_Iraq_and_the_Levant"
"2014-12-02" , " 23041" , "en" , "Islamic_State_of_Iraq_and_the_Levant" , "-1" , "201412" , "Islamic_State_of_Iraq_and_the_Levant"
"2014-12-03" , " 23630" , "en" , "Islamic_State_of_Iraq_and_the_Levant" , "-1" , "201412" , "Islamic_State_of_Iraq_and_the_Levant"
"2014-12-26" , " 15761" , "en" , "Islamic_State_of_Iraq_and_the_Levant" , "-1" , "201412" , "Islamic_State_of_Iraq_and_the_Levant"
"2014-12-01" , " 22954" , "en" , "Islamic_State_of_Iraq_and_the_Levant" , "-1" , "201412" , "Islamic_State_of_Iraq_and_the_Levant"
"2014-12-06" , " 52076" , "en" , "Islamic_State_of_Iraq_and_the_Levant" , "-1" , "201412" , "Islamic_State_of_Iraq_and_the_Levant"
"2014-12-07" , " 15090" , "en" , "Islamic_State_of_Iraq_and_the_Levant" , "-1" , "201412" , "Islamic_State_of_Iraq_and_the_Levant"
"2014-12-22" , " 19833" , "en" , "Islamic_State_of_Iraq_and_the_Levant" , "-1" , "201412" , "Islamic_State_of_Iraq_and_the_Levant"
"2014-12-05" , " 17164" , "en" , "Islamic_State_of_Iraq_and_the_Levant" , "-1" , "201412" , "Islamic_State_of_Iraq_and_the_Levant"
"2014-12-19" , " 20771" , "en" , "Islamic_State_of_Iraq_and_the_Levant" , "-1" , "201412" , "Islamic_State_of_Iraq_and_the_Levant"
"2014-12-18" , " 29494" , "en" , "Islamic_State_of_Iraq_and_the_Levant" , "-1" , "201412" , "Islamic_State_of_Iraq_and_the_Levant"
"2014-12-31" , " 14753" , "en" , "Islamic_State_of_Iraq_and_the_Levant" , "-1" , "201412" , "Islamic_State_of_Iraq_and_the_Levant"
"2014-12-30" , " 16006" , "en" , "Islamic_State_of_Iraq_and_the_Levant" , "-1" , "201412" , "Islamic_State_of_Iraq_and_the_Levant"
"2014-12-11" , " 17273" , "en" , "Islamic_State_of_Iraq_and_the_Levant" , "-1" , "201412" , "Islamic_State_of_Iraq_and_the_Levant"
"2014-12-10" , " 17320" , "en" , "Islamic_State_of_Iraq_and_the_Levant" , "-1" , "201412" , "Islamic_State_of_Iraq_and_the_Levant"
"2014-12-13" , " 14451" , "en" , "Islamic_State_of_Iraq_and_the_Levant" , "-1" , "201412" , "Islamic_State_of_Iraq_and_the_Levant"
"2014-12-12" , " 16445" , "en" , "Islamic_State_of_Iraq_and_the_Levant" , "-1" , "201412" , "Islamic_State_of_Iraq_and_the_Levant"
"2014-12-15" , " 39996" , "en" , "Islamic_State_of_Iraq_and_the_Levant" , "-1" , "201412" , "Islamic_State_of_Iraq_and_the_Levant"
"2014-12-14" , " 14924" , "en" , "Islamic_State_of_Iraq_and_the_Levant" , "-1" , "201412" , "Islamic_State_of_Iraq_and_the_Levant"
"2014-12-17" , " 26288" , "en" , "Islamic_State_of_Iraq_and_the_Levant" , "-1" , "201412" , "Islamic_State_of_Iraq_and_the_Levant"
"2014-12-16" , " 31985" , "en" , "Islamic_State_of_Iraq_and_the_Levant" , "-1" , "201412" , "Islamic_State_of_Iraq_and_the_Levant"
